SMILES,IC50
CC(C)(C)COC(=O)CCc1ccc(O)cc1O,180.0
CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,84100.0
COc1ccc(C(=O)NCc2ccc(O)cc2O)c(O)c1,300.0
NC(=S)N/N=C\c1ccc(O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,52800.0
CCCCOc1ccc(CC/C(C)=N/NC(=S)NN)cc1,231500.0
CCC(CC)Oc1ccc(CC/C(C)=N/NC(N)=S)cc1,445.0
CC1=C(CO)C(C)(C)CC(=O)C1O,1000000.0
COC1(C)C=Cc2cc(O)ccc2O1,289000.0
O=C(/C=C/c1ccc2c(c1)OCO2)OCc1cc(=O)c(O)co1,1530.0
COc1ccc(C(=O)OCc2cc(=O)c(O)co2)c(O)c1,10640.0
COc1ccc(C(=O)Cc2ccc(O)cc2)c(O)c1O,43370.0
O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,940000.0
COc1ccc(NC2=NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc(C)cc3)S2)c(OC)c1,194020.0
COc1cc(-c2ccc(C)c(O)c2)cc(OC)c1O,90000.0
CCOc1cc(=O)c(C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C(=O)O)coc1=O,80000.0
Oc1ccc(C23CC4CC(CC(C4)C2)C3)c(O)c1,900.0
O=Cc1ccc(O)cc1,1120000.0
O=C(NCc1ccc(O)cc1O)c1cc(C23CC4CC(CC(C4)C2)C3)c(O)cc1O,1100.0
COc1cc(OC)c(C23CC4CC(CC(C4)C2)C3)cc1C(=O)NCc1ccc(O)cc1O,900.0
CN(C)c1ccc(/C=N/NC(N)=S)cc1,1540.0
CC(C)c1cccc(=O)c(O)c1,90.0
O=Cc1ccc(O[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@@H](O)[C@H]2O)cc1,52000.0
Ic1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,430600.0
CCCCC(=O)NC(=S)Nc1ccc(Br)cc1,3371.0
COc1ccc(C(=O)O)cc1,420000.0
CC1=C(C=O)C(C)(C)[C@@H](O)[C@H](O)C1,260000.0
COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1,213860.0
COc1ccc(CC(=O)c2cc(O)c(O)cc2O)cc1,144190.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(/C=N\NC(N)=S)cc2)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,3410.0
COc1cc(/C=C/C(=O)c2ccc(OC)c(OC)c2)ccc1O,38.0
COc1cc(OC)c(C2CCN(C)C2CO)c(O)c1-c1cc(-c2ccc(F)cc2)[nH]n1,15500.0
OC[C@H]1O[C@@H](OCCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,710000.0
O=Cc1cc(Cc2cc(O)c(O)c(C=O)c2)cc(O)c1O,523000.0
O=C(O)c1ccc(-c2ccccc2)cc1,63240.0
CC1=CC[C@@H](C(C)(C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1,16900.0
O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccc(F)cc1,15780.0
Sc1ncc[nH]1,4110000.0
Cn1ccnc1S,1430000.0
COc1cc(O)cc(O)c1C(=O)/C=C/c1ccc(O)cc1O,3100.0
O=C(/C=C/c1cccc(O)c1O)c1c(O)cc(O)cc1O,193000.0
O=c1cc(CSc2nnc(-c3ccccc3)n2NCc2ccc(O)cc2O)occ1O,1350.0
COc1cc(C2CC(c3cc4ccccc4oc3=O)=NN2c2nc(-c3ccc(Br)cc3)cs2)ccc1OCc1ccccc1,4.58
Cc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc1,33130.0
NC(=S)N/N=C\C=C\c1ccccc1,2700.0
NC(=S)NN=C1CCCC1,170.0
COc1cc(C=O)ccc1OC(=O)COC(=O)c1cc(O)cc(O)c1,59760.0
CC(=O)N1CCC(N2CCCCC2)CC1,29940.0
COCCOc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,75420.0
NC(=S)N/N=C/c1ccc[nH]1,8000.0
S=c1oc(Cc2cccc3ccccc23)nn1CN1CCNCC1,870.0
COc1ccc(-c2cc(-c3c(OC)cc(OC)c(C4CCN(C)C4CO)c3O)n[nH]2)c(OC)c1,1750.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=C3C(=O)NC(=S)NC3=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,230000.0
C=CCc1ccc(O)c(OC)c1,923000.0
Oc1ccc(/C=N\n2c(Cc3ccccc3F)n[nH]c2=S)cc1,6230.0
O=C1/C(=C/c2ccc(O)cc2O)Cc2ccc3ccccc3c21,150.0
COc1cc(C=O)ccc1OC(=O)COC(=O)/C=C/c1ccc(O)cc1,16130.0
COc1cc(C2CC(c3ccc(O)cc3O)=NN2C(C)=O)ccc1O,301.0
Oc1ccc(C2CC(c3ccc(O)cc3O)=NN2)cc1,882.0
COc1ccc2c(c1CCO)O[C@@H](c1ccc(O)cc1O)CC2,120.0
CC(C)=C/C(C)=N\NC(N)=S,11500.0
NC(=S)N/N=C1\CCCC(=O)C1,15100.0
Cc1ccc(C)n1NC(N)=S,850.0
COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1O,310000.0
CC1=CC(=O)CC(C)(C)C1O,1100000.0
COc1cc(C=O)ccc1OC(=O)COC(=O)c1ccc(O)c(O)c1,156870.0
CCCCC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,1540.0
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1OC,112060.0
COc1ccc(CC(=O)c2ccc(O)c(O)c2O)cc1OC,139990.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccccc2C=C2C(=O)NC(=S)NC2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,430000.0
COc1cc(/N=N/c2ccc(O)cc2)cc(OC)c1,50200.0
CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](Oc3ccc(/C=N\NC(N)=S)cc3)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,650.0
CCC(=O)N1CCC(Cc2ccc(F)cc2)CC1,24100.0
NC(=S)N/N=C/c1cc2ccccc2[nH]1,402000.0
C/C(CCc1ccc(OCCCc2ccccc2)cc1)=N\NC(N)=S,835.0
CN1[C@@H]2CC[C@H]1C/C(=N/Nc1nc(-c3ccc(Cl)cc3)cs1)C2,132700.0
CN1[C@@H]2CC[C@H]1C/C(=N/Nc1nc(-c3ccc(Br)cc3)cs1)C2,84970.0
CN1[C@@H]2CC[C@H]1C/C(=N/Nc1nc(-c3ccc(Cl)c(Cl)c3)cs1)C2,3220.0
CN1[C@@H]2CC[C@H]1C/C(=N/Nc1nc(-c3ccc(Cl)cc3Cl)cs1)C2,3510.0
NC(=S)N/N=C/c1cc(=O)c(O)co1,11000.0
CC(C)OC(=O)/C=C/c1cc(=O)c(O)co1,80300.0
C=CC(C)(C)c1cc(CCCc2cc(O)c(O)c(CC=C(C)C)c2CC=C(C)C)c(O)cc1O,15500.0
CC(C)=NNC(N)=S,86.0
C/C=C/C=N\NC(N)=S,1000.0
C=CCc1ccc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)c(OC)c1,1070.0
C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(/C=N/O)cc1C2=O,83170.0
CCc1ccc(NC(N)=S)cc1,800.0
Cc1ccccc1NC(N)=S,840.0
O=C(OCc1ccc(O)cc1)c1cc(O)cc(O)c1,5840.0
O=C(OCc1cccc(O)c1)c1ccc(O)cc1O,6230.0
O/N=C(\C=C\c1cccnc1)c1cc2ccccc2cc1O,12220.0
Cc1ccc(C(C)C)cc1OCc1cn(Cc2cc(=O)c(O)co2)nn1,70.0
C/C=C/c1ccc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)c(OC)c1,520.0
COc1ccc(C(=O)OCc2cc(=O)c(O)co2)c(OC)c1,3230.0
COc1ccc(/C(C)=N\NC(N)=S)cc1,110.0
C/C(=N/NC(N)=S)c1ccc(F)cc1,170.0
C/C(=N/NC(N)=S)c1c(O)cc(O)cc1O,22000.0
COc1ccc(CC/C(C)=N/NC(N)=S)cc1,188.0
O=C(NCc1ccc(O)cc1)c1cc(O)cc(O)c1,710000.0
C(=N/Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1)\c1cc2ccccc2s1,328500.0
COCCOc1ccc(C=O)cc1,660000.0
COC(=O)CNC(=O)COc1ccc(C=O)cc1,170000.0
COC(=O)C(Cc1ccc(O)cc1)NC(=O)COc1ccc(C=O)cc1,220000.0
COc1ccc(-c2nc(-c3ccc(O)cc3O)cs2)c(OC)c1,2000.0
O=C(c1ccc2ccccc2c1)N1CCC(N2CCCCC2)CC1,6640.0
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cc(=O)c(O)c[nH]1,26200.0
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,28710.0
O=C(OCc1cccc(O)c1)c1cc(O)ccc1O,24390.0
O=C(OCc1ccccc1O)c1ccc(O)cc1O,66230.0
COc1cc(C=O)ccc1OC(=O)COC(=O)c1ccc(O)cc1,201150.0
CC/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,8120.0
COC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,278.0
C/C(=N\NC(N)=S)c1cccc(C)c1,1982.0
C/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,632.0
CC(=O)Oc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,1513.0
C/C(=N\NC(N)=S)c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,1661.0
O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O,120000.0
O=C(/C=C/c1ccc(O)cc1O)c1ccco1,43.3
CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,280000.0
CC(=O)O[C@@H]1[C@@H](O)[C@@H](OC(C)=O)[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,520000.0
CC1=C([C@@H](O)CC(=O)O)C(C)(C)C[C@@H](O)C1,870000.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(/C=N\NC(N)=S)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,310.0
O=C(O)CSc1nnc(NC(=S)Nc2cccc(C(F)(F)F)c2)s1,15000.0
O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(O)cc2)cc1,58800.0
O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,15200.0
Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,30700.0
CCCSCc1cc(=O)c(O)co1,1930.0
COc1cc2c(c(OC)c1OC)[C@@H]1O[C@H](COC(=O)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]1OC2=O,31500.0
O=c1cc(C[S+]([O-])C2CCCCC2)occ1O,79030.0
CCCCCS(=O)(=O)Cc1cc(=O)c(O)co1,76600.0
CCC1NC(=S)NC(C)=C1C(C)=O,10670000.0
O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(Cc2ccc(F)cc2)CC1,2050.0
O=C(c1ccc(Br)cc1Br)N1CCN(Cc2ccc(F)cc2)CC1,1050.0
Oc1cc(O)cc(/C=C/c2cc(C(Cc3cc(O)cc(O)c3)c3ccc(O)cc3O)c(O)cc2O)c1,68000.0
COc1ccc(C(C)=O)cc1-c1cc(OC)c(O)c(OC)c1,140000.0
COc1cc(-c2ccc(C(=O)O)c(O)c2)cc(OC)c1O,20000.0
COc1cc(-c2ccc(C=O)c(O)c2)cc(OC)c1O,60000.0
O/N=C(\C=C\c1ccncc1)c1cc2ccccc2cc1O,19450.0
CCO/N=C\c1ccc(O)c(O)c1,300.0
COc1ccc(CC(=O)c2ccc(O)c(O)c2O)cc1,203320.0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C,3460.0
COc1ccc(/C=C/C(=O)c2c(O)cc(O)cc2O)cc1OC,150000.0
OC[C@H]1O[C@H](Oc2cc(O)cc(CCc3ccc(O)cc3O)c2)[C@H](O)[C@@H](O)[C@@H]1O,2630.0
COc1cc([N+](=O)[O-])ccc1/C=C/C(=N\O)c1cc2ccccc2cc1O,4770.0
COCCOCCOc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,137290.0
O=Cc1ccc(OCOCCO)cc1,370000.0
COC(=O)C1CCCN1C(=O)COc1ccc(C=O)cc1,760000.0
CCOC(=O)COc1ccc(CC/C(C)=N/NC(N)=S)cc1,515.0
Oc1ccccc1C(O)/C=C/c1ccncc1,2300.0
CC(=O)c1ccc(F)cc1,990000.0
O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)cc2F)s1,20100.0
COc1ccc(OC)c(/C=C/C(=N\O)c2cc3ccccc3cc2O)c1,21880.0
N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,3680.0
COc1cc(C(C)=O)ccc1OCc1cn(Cc2cc(=O)c(O)co2)nn1,30.0
O.O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,110000.0
CCCCc1ccc(/C(CC)=N/NC(N)=S)cc1,9490.0
CCOC(=O)CCc1ccc(/C(C)=N/NC(N)=S)cc1,177.0
O=C(/C=C/c1cc(O)c(O)c(O)c1)c1c(O)cc(O)cc1O,200000.0
O=C(NO)Nc1ccc([N+](=O)[O-])cc1,2600.0
COc1ccc(C/C(C)=N/NC(=S)NN)cc1,158870.0
C[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,11760.0
COc1c(O)cccc1/C=C/C=O,260000.0
O=C(OCc1cc(=O)c(O)co1)c1ccc(O)cc1O,3510.0
C1CCN(C2CCNCC2)CC1,110790.0
CC(C)(C)[Si](C)(C)ONC(=O)Nc1ccccc1,70000.0
CCCCC/C=C\C/C=C\CCCc1cc(O)cc(O)c1,1700.0
O=c1cc(CSc2nnc(-c3ccc(Cl)cc3)n2NCc2ccccc2O)occ1O,1710.0
COc1cc(O)ccc1C1COc2cc3c(c(O)c2C1=O)C=CC(C)(C)O3,146400.0
NC(=S)N/N=C/c1ccccc1Cl,15400.0
C/C(=N\NC(N)=S)c1ccc(C(C)(C)C)cc1,960.0
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](O)[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,180000.0
COc1cc(C=O)ccc1OC(=O)CCl,78900.0
CCCCC(=O)NC(=S)Nc1cccc([N+](=O)[O-])c1,16599.0
COc1ccc(C/C(C)=N\NC(N)=S)cc1,420.0
C/C(=N/NC(N)=S)c1ccc(Br)cc1,520.0
NC(=S)N/N=C(/C(=O)c1ccccc1)c1ccccc1,100000.0
COc1cc(/C=N/n2cnnc2SCc2cc(=O)c(O)co2)ccc1O,17500.0
O=Cc1cncs1,7000.0
NC(=S)N/N=C/c1ccc(O)cc1O,180.0
CC(=O)OCc1csc(/C=N/NC(N)=S)c1,340.0
NC(=S)N/N=C/c1cc(COC(=O)C2CCCC2)cs1,140.0
COc1cc(OC)cc(-c2nc(-c3ccc(O)cc3O)cs2)c1,2000.0
CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(O)cc1,3510.0
O=Cc1cc(Cc2cc(C=O)c(O)cc2O)c(O)cc1O,76000.0
OC[C@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,19000.0
O/N=C(\C=C\c1ccccn1)c1cc2ccccc2cc1O,20250.0
CC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)n2cc(nn2)[C@@H]2CCCN2C1=O,500000.0
CC(C)[C@H]1C(=O)N2CCC[C@H]2c2cn(nn2)[C@@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)N2CCC[C@H]2c2cn1nn2,1600000.0
NNC(=S)NN,178300.0
CCCCCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,865.0
NC(=S)N/N=C/c1cc(COC(=O)C2CCCCC2)cs1,136.0
Cn1c(/C=N/N=C(/N)S)cc2ccccc21,1700000.0
C=CCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,128800.0
CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,53000.0
O=C(/C=C/c1ccc(O)cc1O)c1ccccc1O,29.0
COc1cc(C2CC(c3ccccc3O)=NN2C(C)=O)ccc1O,13400.0
COP(=O)(OC)OC[C@H]1O[C@@H](Oc2ccc(C=O)cc2)[C@H](O)[C@H](O)[C@@H]1O,430000.0
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,78880.0
COc1ccc(C(=O)OCc2cc(=O)c(O)co2)cc1,2030.0
O=C(OCc1cc(=O)c(O)co1)c1ccc(O)cc1,2800.0
CC(=O)c1ccc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)cc1,1210.0
CCCOC(=O)CCC(=O)c1cc(C(C)C)c(OCC)cc1C,154000.0
CCCCOC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,562.0
CCCOC(=O)CCc1ccc(/C(C)=N/NC(N)=S)cc1,142.0
CC(C)COc1ccc(/C=N/NC(N)=S)cc1,2210.0
Oc1ccc2cc(-c3cc(O)c(O)c(O)c3)ccc2c1,2950.0
O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccccc1[N+](=O)[O-],20330.0
O=C(c1cccc(Br)c1)N1CCN(Cc2ccc(F)cc2)CC1,2400.0
O=C(Cc1ccc(O)cc1)c1c(O)cc(O)cc1O,261260.0
COC(=O)C(CCSC)NC(=O)COc1ccc(C=O)cc1,400000.0
NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1cc(=O)c(O)co1,14700.0
CCCCOCCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,107430.0
COCCOc1ccc(CC2C(=O)NC(=S)NC2=O)cc1,112760.0
COc1cc(C=O)ccc1OC(=O)CN1CCN(C)CC1,21600.0
COc1cc(C=O)ccc1OC(=O)CN1CCN(c2ccccc2)CC1,101380.0
COc1ccc(/C=C/C(=N\O)c2cc3ccccc3cc2O)c(OC)c1,22960.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=C3C(=O)NC(=S)NC3=O)cc2O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,50000.0
CCCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,754.0
CCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,209.0
NC(=S)N/N=C(\c1ccccc1)C(O)c1ccccc1,55500.0
C/C(=N/NC(N)=S)c1cccnc1,820.0
COc1ccc(CCC(=O)c2c(O)c3c(c4c2OC(C(C)(C)O)C4)OC(C)(C)C=C3)cc1,5220.0
COc1ccc(CCC(=O)c2c(O)c(CC=C(C)C)c3c(c2O)CC(O)C(C)(C)O3)cc1,19500.0
CC(C)=CCc1cccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c1O,68500.0
O=C(/C=C/c1ccc(O)cc1)NCCCCNC(=O)/C=C/c1ccc(O)cc1,6500.0
COc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(OC)c(O)c2)cc1O,84200.0
COc1ccccc1-c1nnc(SCC(=O)Nc2ccc(Br)cc2)o1,46.0
CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,960000.0
CC(=O)C1=C(C)NC(=S)NC1c1ccc(O)cc1,12250000.0
O=C1NC(=S)S/C1=C\c1ccc(OCCO)c(OCCO)c1,5690000.0
O=C(CCCCC1CCS[Zn]S1)NC(Cc1c[nH]cn1)C(=O)[O-].[Na+],1300.0
CC(=O)Oc1ccc2ccccc2c1/N=N/c1ccc(C2=N/C(=C/c3ccc(OC(F)(F)F)cc3)C(=O)O2)cc1,3040.0
CC1=CC(=O)CC(C)(C)[C@@H]1CC[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,200000.0
COc1cc(/C=N/NC(=O)c2ccc(O)c(OC)c2)ccc1O,10000.0
COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(O)cc2)c1,2000.0
Cc1ccc(C(C)C)cc1NC(=O)COC(=O)c1ccc(O)cc1O,10970.0
Cc1cc(OCc2cn(Cc3ccc(F)cc3)nn2)c(C=C2C(=O)NC(=S)NC2=O)cc1Br,24600.0
O=C(O)CCc1ccc(O)cc1O,1850.0
